date,partner_country,region,trade_type,trade_value_mn_usd
2025-12,United States,Americas,import,20.278
2025-12,United Kingdom,Europe,import,4.856
2025-12,Botswana,SADC,import,10.219
2025-12,Other,Other,import,62.631
2015-01,South Africa,SADC,export,51.209
2015-01,China,Asia,export,48.416
2015-01,"Congo, DRC",Africa,export,25.621
2015-01,Botswana,SADC,export,17.285
2015-01,UAE,Middle East,export,12.847
2015-01,Zambia,SADC,export,14.358
2015-01,Mozambique,SADC,export,11.852
2015-01,Belgium,Europe,export,13.768
2015-01,United Kingdom,Europe,export,10.134
2015-01,India,Asia,export,6.944
2015-01,Other,Other,export,24.678
2015-02,South Africa,SADC,export,84.018
2015-02,China,Asia,export,51.89
2015-02,"Congo, DRC",Africa,export,34.358
2015-02,Botswana,SADC,export,25.167
2015-02,UAE,Middle East,export,17.612
2015-02,Zambia,SADC,export,16.574
2015-02,Mozambique,SADC,export,17.547
2015-02,Belgium,Europe,export,13.156
2015-02,United Kingdom,Europe,export,13.295
2015-02,India,Asia,export,17.049
2015-02,Other,Other,export,42.262
2015-03,South Africa,SADC,export,78.038
2015-03,China,Asia,export,67.985
2015-03,"Congo, DRC",Africa,export,33.713
2015-03,Botswana,SADC,export,31.094
2015-03,UAE,Middle East,export,18.942
2015-03,Zambia,SADC,export,31.658
2015-03,Mozambique,SADC,export,19.726
2015-03,Belgium,Europe,export,13.433
2015-03,United Kingdom,Europe,export,18.59
2015-03,India,Asia,export,11.98
2015-03,Other,Other,export,39.256
2015-04,South Africa,SADC,export,91.553
2015-04,China,Asia,export,66.28
2015-04,"Congo, DRC",Africa,export,47.047
2015-04,Botswana,SADC,export,43.851
2015-04,UAE,Middle East,export,23.264
2015-04,Zambia,SADC,export,19.562
2015-04,Mozambique,SADC,export,17.689
2015-04,Belgium,Europe,export,12.68
2015-04,United Kingdom,Europe,export,12.88
2015-04,India,Asia,export,14.657
2015-04,Other,Other,export,34.058
2015-05,South Africa,SADC,export,79.942
2015-05,China,Asia,export,50.291
2015-05,"Congo, DRC",Africa,export,28.049
2015-05,Botswana,SADC,export,20.769
2015-05,UAE,Middle East,export,13.917
2015-05,Zambia,SADC,export,14.11
2015-05,Mozambique,SADC,export,14.45
2015-05,Belgium,Europe,export,10.25
2015-05,United Kingdom,Europe,export,11.657
2015-05,India,Asia,export,14.01
2015-05,Other,Other,export,25.741
2015-06,South Africa,SADC,export,77.651
2015-06,China,Asia,export,41.602
2015-06,"Congo, DRC",Africa,export,21.847
2015-06,Botswana,SADC,export,22.968
2015-06,UAE,Middle East,export,14.76
2015-06,Zambia,SADC,export,13.174
2015-06,Mozambique,SADC,export,10.176
2015-06,Belgium,Europe,export,8.253
2015-06,United Kingdom,Europe,export,9.788
2015-06,India,Asia,export,13.552
2015-06,Other,Other,export,20.858
2015-07,South Africa,SADC,export,67.799
2015-07,China,Asia,export,51.473
2015-07,"Congo, DRC",Africa,export,25.145
2015-07,Botswana,SADC,export,26.141
2015-07,UAE,Middle East,export,16.374
2015-07,Zambia,SADC,export,17.983
2015-07,Mozambique,SADC,export,14.959
2015-07,Belgium,Europe,export,13.1
2015-07,United Kingdom,Europe,export,10.056
2015-07,India,Asia,export,14.775
2015-07,Other,Other,export,26.297
2015-08,South Africa,SADC,export,77.462
2015-08,China,Asia,export,55.128
2015-08,"Congo, DRC",Africa,export,29.755
2015-08,Botswana,SADC,export,23.54
2015-08,UAE,Middle East,export,18.651
2015-08,Zambia,SADC,export,18.753
2015-08,Mozambique,SADC,export,15.489
2015-08,Belgium,Europe,export,11.582
2015-08,United Kingdom,Europe,export,14.516
2015-08,India,Asia,export,12.555
2015-08,Other,Other,export,33.22
2015-09,South Africa,SADC,export,85.493
2015-09,China,Asia,export,58.577
2015-09,"Congo, DRC",Africa,export,40.915
2015-09,Botswana,SADC,export,34.011
2015-09,UAE,Middle East,export,18.227
2015-09,Zambia,SADC,export,17.931
2015-09,Mozambique,SADC,export,24.144
2015-09,Belgium,Europe,export,12.68
2015-09,United Kingdom,Europe,export,12.224
2015-09,India,Asia,export,11.364
2015-09,Other,Other,export,31.501
2015-10,South Africa,SADC,export,91.636
2015-10,China,Asia,export,54.13
2015-10,"Congo, DRC",Africa,export,29.099
2015-10,Botswana,SADC,export,21.003
2015-10,UAE,Middle East,export,14.659
2015-10,Zambia,SADC,export,24.364
2015-10,Mozambique,SADC,export,17.934
2015-10,Belgium,Europe,export,12.056
2015-10,United Kingdom,Europe,export,11.174
2015-10,India,Asia,export,11.969
2015-10,Other,Other,export,30.464
2015-11,South Africa,SADC,export,51.293
2015-11,China,Asia,export,54.642
2015-11,"Congo, DRC",Africa,export,26.984
2015-11,Botswana,SADC,export,18.582
2015-11,UAE,Middle East,export,13.07
2015-11,Zambia,SADC,export,14.918
2015-11,Mozambique,SADC,export,11.779
2015-11,Belgium,Europe,export,10.627
2015-11,United Kingdom,Europe,export,7.185
2015-11,India,Asia,export,10.083
2015-11,Other,Other,export,22.203
2015-12,South Africa,SADC,export,58.738
2015-12,China,Asia,export,43.725
2015-12,"Congo, DRC",Africa,export,30.971
2015-12,Botswana,SADC,export,20.977
2015-12,UAE,Middle East,export,14.014
2015-12,Zambia,SADC,export,11.838
2015-12,Mozambique,SADC,export,11.815
2015-12,Belgium,Europe,export,7.912
2015-12,United Kingdom,Europe,export,12.047
2015-12,India,Asia,export,9.262
2015-12,Other,Other,export,21.234
2016-01,South Africa,SADC,export,56.086
2016-01,China,Asia,export,48.463
2016-01,"Congo, DRC",Africa,export,26.295
2016-01,Botswana,SADC,export,17.674
2016-01,UAE,Middle East,export,15.951
2016-01,Zambia,SADC,export,13.884
2016-01,Mozambique,SADC,export,10.663
2016-01,Belgium,Europe,export,6.761
2016-01,United Kingdom,Europe,export,9.579
2016-01,India,Asia,export,8.726
2016-01,Other,Other,export,22.725
2016-02,South Africa,SADC,export,65.578
2016-02,China,Asia,export,57.546
2016-02,"Congo, DRC",Africa,export,29.563
2016-02,Botswana,SADC,export,25.26
2016-02,UAE,Middle East,export,17.571
2016-02,Zambia,SADC,export,17.557
2016-02,Mozambique,SADC,export,17.454
2016-02,Belgium,Europe,export,17.842
2016-02,United Kingdom,Europe,export,18.959
2016-02,India,Asia,export,22.807
2016-02,Other,Other,export,28.775
2016-03,South Africa,SADC,export,80.473
2016-03,China,Asia,export,74.763
2016-03,"Congo, DRC",Africa,export,38.641
2016-03,Botswana,SADC,export,23.756
2016-03,UAE,Middle East,export,17.657
2016-03,Zambia,SADC,export,15.138
2016-03,Mozambique,SADC,export,16.972
2016-03,Belgium,Europe,export,16.459
2016-03,United Kingdom,Europe,export,10.325
2016-03,India,Asia,export,12.48
2016-03,Other,Other,export,33.69
2016-04,South Africa,SADC,export,87.363
2016-04,China,Asia,export,62.644
2016-04,"Congo, DRC",Africa,export,29.333
2016-04,Botswana,SADC,export,24.62
2016-04,UAE,Middle East,export,18.494
2016-04,Zambia,SADC,export,20.73
2016-04,Mozambique,SADC,export,13.915
2016-04,Belgium,Europe,export,9.671
2016-04,United Kingdom,Europe,export,8.85
2016-04,India,Asia,export,12.433
2016-04,Other,Other,export,35.688
2016-05,South Africa,SADC,export,72.096
2016-05,China,Asia,export,51.11
2016-05,"Congo, DRC",Africa,export,26.556
2016-05,Botswana,SADC,export,21.235
2016-05,UAE,Middle East,export,17.344
2016-05,Zambia,SADC,export,14.377
2016-05,Mozambique,SADC,export,19.387
2016-05,Belgium,Europe,export,9.082
2016-05,United Kingdom,Europe,export,12.434
2016-05,India,Asia,export,11.865
2016-05,Other,Other,export,26.982
2016-06,South Africa,SADC,export,63.136
2016-06,China,Asia,export,45.489
2016-06,"Congo, DRC",Africa,export,28.856
2016-06,Botswana,SADC,export,17.722
2016-06,UAE,Middle East,export,12.623
2016-06,Zambia,SADC,export,13.227
2016-06,Mozambique,SADC,export,10.622
2016-06,Belgium,Europe,export,13.561
2016-06,United Kingdom,Europe,export,7.656
2016-06,India,Asia,export,11.065
2016-06,Other,Other,export,23.081
2016-07,South Africa,SADC,export,61.009
2016-07,China,Asia,export,47.822
2016-07,"Congo, DRC",Africa,export,28.065
2016-07,Botswana,SADC,export,22.207
2016-07,UAE,Middle East,export,15.629
2016-07,Zambia,SADC,export,15.469
2016-07,Mozambique,SADC,export,10.211
2016-07,Belgium,Europe,export,8.413
2016-07,United Kingdom,Europe,export,12.77
2016-07,India,Asia,export,10.464
2016-07,Other,Other,export,30.965
2016-08,South Africa,SADC,export,76.016
2016-08,China,Asia,export,59.587
2016-08,"Congo, DRC",Africa,export,34.897
2016-08,Botswana,SADC,export,23.896
2016-08,UAE,Middle East,export,22.454
2016-08,Zambia,SADC,export,19.011
2016-08,Mozambique,SADC,export,11.657
2016-08,Belgium,Europe,export,11.299
2016-08,United Kingdom,Europe,export,17.331
2016-08,India,Asia,export,10.1
2016-08,Other,Other,export,27.279
2016-09,South Africa,SADC,export,70.981
2016-09,China,Asia,export,55.911
2016-09,"Congo, DRC",Africa,export,29.473
2016-09,Botswana,SADC,export,26.535
2016-09,UAE,Middle East,export,18.16
2016-09,Zambia,SADC,export,19.503
2016-09,Mozambique,SADC,export,23.988
2016-09,Belgium,Europe,export,15.055
2016-09,United Kingdom,Europe,export,11.716
2016-09,India,Asia,export,12.853
2016-09,Other,Other,export,32.488
2016-10,South Africa,SADC,export,61.425
2016-10,China,Asia,export,52.416
2016-10,"Congo, DRC",Africa,export,30.828
2016-10,Botswana,SADC,export,23.15
2016-10,UAE,Middle East,export,21.613
2016-10,Zambia,SADC,export,19.947
2016-10,Mozambique,SADC,export,15.236
2016-10,Belgium,Europe,export,9.847
2016-10,United Kingdom,Europe,export,9.214
2016-10,India,Asia,export,16.114
2016-10,Other,Other,export,29.327
2016-11,South Africa,SADC,export,54.596
2016-11,China,Asia,export,49.854
2016-11,"Congo, DRC",Africa,export,24.933
2016-11,Botswana,SADC,export,18.466
2016-11,UAE,Middle East,export,16.652
2016-11,Zambia,SADC,export,15.158
2016-11,Mozambique,SADC,export,15.376
2016-11,Belgium,Europe,export,12.09
2016-11,United Kingdom,Europe,export,7.807
2016-11,India,Asia,export,10.154
2016-11,Other,Other,export,21.915
2016-12,South Africa,SADC,export,62.034
2016-12,China,Asia,export,43.946
2016-12,"Congo, DRC",Africa,export,21.295
2016-12,Botswana,SADC,export,15.374
2016-12,UAE,Middle East,export,13.178
2016-12,Zambia,SADC,export,9.694
2016-12,Mozambique,SADC,export,9.938
2016-12,Belgium,Europe,export,6.748
2016-12,United Kingdom,Europe,export,9.546
2016-12,India,Asia,export,8.715
2016-12,Other,Other,export,20.884
2017-01,South Africa,SADC,export,61.464
2017-01,China,Asia,export,56.959
2017-01,"Congo, DRC",Africa,export,30.049
2017-01,Botswana,SADC,export,22.24
2017-01,UAE,Middle East,export,17.289
2017-01,Zambia,SADC,export,12.12
2017-01,Mozambique,SADC,export,12.371
2017-01,Belgium,Europe,export,12.264
2017-01,United Kingdom,Europe,export,9.115
2017-01,India,Asia,export,11.659
2017-01,Other,Other,export,22.671
2017-02,South Africa,SADC,export,76.502
2017-02,China,Asia,export,67.248
2017-02,"Congo, DRC",Africa,export,31.136
2017-02,Botswana,SADC,export,31.668
2017-02,UAE,Middle East,export,16.79
2017-02,Zambia,SADC,export,22.043
2017-02,Mozambique,SADC,export,22.35
2017-02,Belgium,Europe,export,9.804
2017-02,United Kingdom,Europe,export,13.053
2017-02,India,Asia,export,17.072
2017-02,Other,Other,export,27.878
2017-03,South Africa,SADC,export,75.53
2017-03,China,Asia,export,71.522
2017-03,"Congo, DRC",Africa,export,44.903
2017-03,Botswana,SADC,export,32.82
2017-03,UAE,Middle East,export,24.112
2017-03,Zambia,SADC,export,21.249
2017-03,Mozambique,SADC,export,17.605
2017-03,Belgium,Europe,export,12.072
2017-03,United Kingdom,Europe,export,12.951
2017-03,India,Asia,export,14.461
2017-03,Other,Other,export,35.902
2017-04,South Africa,SADC,export,85.989
2017-04,China,Asia,export,71.872
2017-04,"Congo, DRC",Africa,export,45.717
2017-04,Botswana,SADC,export,24.477
2017-04,UAE,Middle East,export,25.517
2017-04,Zambia,SADC,export,27.271
2017-04,Mozambique,SADC,export,19.686
2017-04,Belgium,Europe,export,13.442
2017-04,United Kingdom,Europe,export,11.989
2017-04,India,Asia,export,20.295
2017-04,Other,Other,export,27.269
2017-05,South Africa,SADC,export,68.667
2017-05,China,Asia,export,53.439
2017-05,"Congo, DRC",Africa,export,27.539
2017-05,Botswana,SADC,export,23.404
2017-05,UAE,Middle East,export,15.247
2017-05,Zambia,SADC,export,14.381
2017-05,Mozambique,SADC,export,18.001
2017-05,Belgium,Europe,export,9.129
2017-05,United Kingdom,Europe,export,7.641
2017-05,India,Asia,export,14.494
2017-05,Other,Other,export,31.207
2017-06,South Africa,SADC,export,55.256
2017-06,China,Asia,export,55.576
2017-06,"Congo, DRC",Africa,export,31.112
2017-06,Botswana,SADC,export,23.123
2017-06,UAE,Middle East,export,15.781
2017-06,Zambia,SADC,export,17.602
2017-06,Mozambique,SADC,export,15.772
2017-06,Belgium,Europe,export,7.652
2017-06,United Kingdom,Europe,export,10.182
2017-06,India,Asia,export,12.303
2017-06,Other,Other,export,23.801
2017-07,South Africa,SADC,export,62.712
2017-07,China,Asia,export,50.715
2017-07,"Congo, DRC",Africa,export,31.62
2017-07,Botswana,SADC,export,23.781
2017-07,UAE,Middle East,export,18.911
2017-07,Zambia,SADC,export,16.742
2017-07,Mozambique,SADC,export,12.583
2017-07,Belgium,Europe,export,13.846
2017-07,United Kingdom,Europe,export,15.851
2017-07,India,Asia,export,11.25
2017-07,Other,Other,export,32.147
2017-08,South Africa,SADC,export,70.079
2017-08,China,Asia,export,63.602
2017-08,"Congo, DRC",Africa,export,35.123
2017-08,Botswana,SADC,export,23.211
2017-08,UAE,Middle East,export,17.938
2017-08,Zambia,SADC,export,18.685
2017-08,Mozambique,SADC,export,19.47
2017-08,Belgium,Europe,export,10.352
2017-08,United Kingdom,Europe,export,9.158
2017-08,India,Asia,export,14.137
2017-08,Other,Other,export,36.736
2017-09,South Africa,SADC,export,83.688
2017-09,China,Asia,export,70.367
2017-09,"Congo, DRC",Africa,export,33.737
2017-09,Botswana,SADC,export,26.934
2017-09,UAE,Middle East,export,25.015
2017-09,Zambia,SADC,export,20.476
2017-09,Mozambique,SADC,export,25.192
2017-09,Belgium,Europe,export,11.38
2017-09,United Kingdom,Europe,export,16.554
2017-09,India,Asia,export,13.588
2017-09,Other,Other,export,33.059
2017-10,South Africa,SADC,export,71.754
2017-10,China,Asia,export,68.551
2017-10,"Congo, DRC",Africa,export,29.064
2017-10,Botswana,SADC,export,31.502
2017-10,UAE,Middle East,export,15.692
2017-10,Zambia,SADC,export,15.399
2017-10,Mozambique,SADC,export,13.309
2017-10,Belgium,Europe,export,8.76
2017-10,United Kingdom,Europe,export,10.121
2017-10,India,Asia,export,13.581
2017-10,Other,Other,export,32.339
2017-11,South Africa,SADC,export,56.384
2017-11,China,Asia,export,64.83
2017-11,"Congo, DRC",Africa,export,32.875
2017-11,Botswana,SADC,export,18.884
2017-11,UAE,Middle East,export,18.261
2017-11,Zambia,SADC,export,13.569
2017-11,Mozambique,SADC,export,14.386
2017-11,Belgium,Europe,export,7.522
2017-11,United Kingdom,Europe,export,9.934
2017-11,India,Asia,export,11.46
2017-11,Other,Other,export,20.419
2017-12,South Africa,SADC,export,61.606
2017-12,China,Asia,export,51.654
2017-12,"Congo, DRC",Africa,export,26.733
2017-12,Botswana,SADC,export,27.72
2017-12,UAE,Middle East,export,15.358
2017-12,Zambia,SADC,export,14.412
2017-12,Mozambique,SADC,export,10.379
2017-12,Belgium,Europe,export,9.997
2017-12,United Kingdom,Europe,export,8.425
2017-12,India,Asia,export,10.302
2017-12,Other,Other,export,24.467
2018-01,South Africa,SADC,export,58.249
2018-01,China,Asia,export,68.266
2018-01,"Congo, DRC",Africa,export,26.167
2018-01,Botswana,SADC,export,18.481
2018-01,UAE,Middle East,export,19.117
2018-01,Zambia,SADC,export,12.912
2018-01,Mozambique,SADC,export,15.958
2018-01,Belgium,Europe,export,7.598
2018-01,United Kingdom,Europe,export,9.91
2018-01,India,Asia,export,16.778
2018-01,Other,Other,export,30.152
2018-02,South Africa,SADC,export,80.429
2018-02,China,Asia,export,74.309
2018-02,"Congo, DRC",Africa,export,45.352
2018-02,Botswana,SADC,export,37.705
2018-02,UAE,Middle East,export,22.394
2018-02,Zambia,SADC,export,16.749
2018-02,Mozambique,SADC,export,15.203
2018-02,Belgium,Europe,export,10.167
2018-02,United Kingdom,Europe,export,11.065
2018-02,India,Asia,export,21.067
2018-02,Other,Other,export,32.053
2018-03,South Africa,SADC,export,96.312
2018-03,China,Asia,export,96.675
2018-03,"Congo, DRC",Africa,export,38.431
2018-03,Botswana,SADC,export,31.719
2018-03,UAE,Middle East,export,29.471
2018-03,Zambia,SADC,export,25.222
2018-03,Mozambique,SADC,export,22.561
2018-03,Belgium,Europe,export,12.747
2018-03,United Kingdom,Europe,export,15.401
2018-03,India,Asia,export,21.598
2018-03,Other,Other,export,31.848
2018-04,South Africa,SADC,export,90.968
2018-04,China,Asia,export,79.266
2018-04,"Congo, DRC",Africa,export,32.142
2018-04,Botswana,SADC,export,43.802
2018-04,UAE,Middle East,export,25.554
2018-04,Zambia,SADC,export,32.772
2018-04,Mozambique,SADC,export,20.859
2018-04,Belgium,Europe,export,11.275
2018-04,United Kingdom,Europe,export,10.113
2018-04,India,Asia,export,21.447
2018-04,Other,Other,export,35.835
2018-05,South Africa,SADC,export,73.814
2018-05,China,Asia,export,55.137
2018-05,"Congo, DRC",Africa,export,34.597
2018-05,Botswana,SADC,export,37.799
2018-05,UAE,Middle East,export,32.668
2018-05,Zambia,SADC,export,21.174
2018-05,Mozambique,SADC,export,15.556
2018-05,Belgium,Europe,export,12.087
2018-05,United Kingdom,Europe,export,8.875
2018-05,India,Asia,export,19.762
2018-05,Other,Other,export,25.6
2018-06,South Africa,SADC,export,68.112
2018-06,China,Asia,export,65.486
2018-06,"Congo, DRC",Africa,export,30.898
2018-06,Botswana,SADC,export,20.389
2018-06,UAE,Middle East,export,23.558
2018-06,Zambia,SADC,export,16.263
2018-06,Mozambique,SADC,export,14.364
2018-06,Belgium,Europe,export,11.236
2018-06,United Kingdom,Europe,export,7.779
2018-06,India,Asia,export,14.034
2018-06,Other,Other,export,30.284
2018-07,South Africa,SADC,export,70.653
2018-07,China,Asia,export,77.669
2018-07,"Congo, DRC",Africa,export,31.871
2018-07,Botswana,SADC,export,26.283
2018-07,UAE,Middle East,export,19.461
2018-07,Zambia,SADC,export,17.817
2018-07,Mozambique,SADC,export,17.223
2018-07,Belgium,Europe,export,11.461
2018-07,United Kingdom,Europe,export,8.987
2018-07,India,Asia,export,12.868
2018-07,Other,Other,export,27.449
2018-08,South Africa,SADC,export,85.627
2018-08,China,Asia,export,88.425
2018-08,"Congo, DRC",Africa,export,35.465
2018-08,Botswana,SADC,export,28.179
2018-08,UAE,Middle East,export,32.249
2018-08,Zambia,SADC,export,20.917
2018-08,Mozambique,SADC,export,21.361
2018-08,Belgium,Europe,export,11.162
2018-08,United Kingdom,Europe,export,17.015
2018-08,India,Asia,export,20.249
2018-08,Other,Other,export,29.743
2018-09,South Africa,SADC,export,94.483
2018-09,China,Asia,export,78.354
2018-09,"Congo, DRC",Africa,export,44.437
2018-09,Botswana,SADC,export,36.958
2018-09,UAE,Middle East,export,23.61
2018-09,Zambia,SADC,export,22.142
2018-09,Mozambique,SADC,export,19.17
2018-09,Belgium,Europe,export,18.912
2018-09,United Kingdom,Europe,export,10.279
2018-09,India,Asia,export,16.238
2018-09,Other,Other,export,33.4
2018-10,South Africa,SADC,export,80.353
2018-10,China,Asia,export,76.657
2018-10,"Congo, DRC",Africa,export,46.975
2018-10,Botswana,SADC,export,30.863
2018-10,UAE,Middle East,export,26.096
2018-10,Zambia,SADC,export,20.161
2018-10,Mozambique,SADC,export,16.492
2018-10,Belgium,Europe,export,12.828
2018-10,United Kingdom,Europe,export,10.034
2018-10,India,Asia,export,20.898
2018-10,Other,Other,export,29.04
2018-11,South Africa,SADC,export,61.495
2018-11,China,Asia,export,57.24
2018-11,"Congo, DRC",Africa,export,26.829
2018-11,Botswana,SADC,export,22.726
2018-11,UAE,Middle East,export,29.892
2018-11,Zambia,SADC,export,19.623
2018-11,Mozambique,SADC,export,16.533
2018-11,Belgium,Europe,export,7.643
2018-11,United Kingdom,Europe,export,10.065
2018-11,India,Asia,export,16.28
2018-11,Other,Other,export,26.848
2018-12,South Africa,SADC,export,68.621
2018-12,China,Asia,export,67.425
2018-12,"Congo, DRC",Africa,export,34.091
2018-12,Botswana,SADC,export,23.371
2018-12,UAE,Middle East,export,22.719
2018-12,Zambia,SADC,export,20.893
2018-12,Mozambique,SADC,export,15.164
2018-12,Belgium,Europe,export,8.782
2018-12,United Kingdom,Europe,export,7.372
2018-12,India,Asia,export,15.532
2018-12,Other,Other,export,24.77
2019-01,South Africa,SADC,export,77.269
2019-01,China,Asia,export,79.883
2019-01,"Congo, DRC",Africa,export,38.077
2019-01,Botswana,SADC,export,26.087
2019-01,UAE,Middle East,export,21.014
2019-01,Zambia,SADC,export,18.759
2019-01,Mozambique,SADC,export,23.675
2019-01,Belgium,Europe,export,8.716
2019-01,United Kingdom,Europe,export,9.232
2019-01,India,Asia,export,16.506
2019-01,Other,Other,export,35.321
2019-02,South Africa,SADC,export,103.389
2019-02,China,Asia,export,96.507
2019-02,"Congo, DRC",Africa,export,39.955
2019-02,Botswana,SADC,export,29.622
2019-02,UAE,Middle East,export,31.479
2019-02,Zambia,SADC,export,24.13
2019-02,Mozambique,SADC,export,18.954
2019-02,Belgium,Europe,export,14.131
2019-02,United Kingdom,Europe,export,11.901
2019-02,India,Asia,export,29.755
2019-02,Other,Other,export,40.902
2019-03,South Africa,SADC,export,105.16
2019-03,China,Asia,export,103.713
2019-03,"Congo, DRC",Africa,export,50.217
2019-03,Botswana,SADC,export,37.104
2019-03,UAE,Middle East,export,27.014
2019-03,Zambia,SADC,export,32.897
2019-03,Mozambique,SADC,export,36.62
2019-03,Belgium,Europe,export,20.309
2019-03,United Kingdom,Europe,export,17.392
2019-03,India,Asia,export,24.782
2019-03,Other,Other,export,50.585
2019-04,South Africa,SADC,export,120.839
2019-04,China,Asia,export,124.391
2019-04,"Congo, DRC",Africa,export,53.821
2019-04,Botswana,SADC,export,34.608
2019-04,UAE,Middle East,export,33.664
2019-04,Zambia,SADC,export,33.545
2019-04,Mozambique,SADC,export,23.839
2019-04,Belgium,Europe,export,17.623
2019-04,United Kingdom,Europe,export,13.421
2019-04,India,Asia,export,25.319
2019-04,Other,Other,export,33.075
2019-05,South Africa,SADC,export,76.506
2019-05,China,Asia,export,79.365
2019-05,"Congo, DRC",Africa,export,37.868
2019-05,Botswana,SADC,export,37.688
2019-05,UAE,Middle East,export,23.344
2019-05,Zambia,SADC,export,19.063
2019-05,Mozambique,SADC,export,29.769
2019-05,Belgium,Europe,export,16.536
2019-05,United Kingdom,Europe,export,29.128
2019-05,India,Asia,export,24.834
2019-05,Other,Other,export,30.582
2019-06,South Africa,SADC,export,69.371
2019-06,China,Asia,export,83.152
2019-06,"Congo, DRC",Africa,export,49.931
2019-06,Botswana,SADC,export,26.344
2019-06,UAE,Middle East,export,27.339
2019-06,Zambia,SADC,export,17.616
2019-06,Mozambique,SADC,export,16.03
2019-06,Belgium,Europe,export,11.255
2019-06,United Kingdom,Europe,export,15.198
2019-06,India,Asia,export,20.849
2019-06,Other,Other,export,33.499
2019-07,South Africa,SADC,export,86.961
2019-07,China,Asia,export,88.123
2019-07,"Congo, DRC",Africa,export,41.419
2019-07,Botswana,SADC,export,34.678
2019-07,UAE,Middle East,export,25.0
2019-07,Zambia,SADC,export,23.32
2019-07,Mozambique,SADC,export,14.458
2019-07,Belgium,Europe,export,9.814
2019-07,United Kingdom,Europe,export,11.577
2019-07,India,Asia,export,18.213
2019-07,Other,Other,export,38.024
2019-08,South Africa,SADC,export,101.412
2019-08,China,Asia,export,101.09
2019-08,"Congo, DRC",Africa,export,52.914
2019-08,Botswana,SADC,export,34.415
2019-08,UAE,Middle East,export,24.532
2019-08,Zambia,SADC,export,21.93
2019-08,Mozambique,SADC,export,27.843
2019-08,Belgium,Europe,export,22.508
2019-08,United Kingdom,Europe,export,11.62
2019-08,India,Asia,export,25.217
2019-08,Other,Other,export,31.562
2019-09,South Africa,SADC,export,107.13
2019-09,China,Asia,export,106.79
2019-09,"Congo, DRC",Africa,export,44.347
2019-09,Botswana,SADC,export,40.22
2019-09,UAE,Middle East,export,35.973
2019-09,Zambia,SADC,export,23.691
2019-09,Mozambique,SADC,export,17.647
2019-09,Belgium,Europe,export,12.0
2019-09,United Kingdom,Europe,export,14.06
2019-09,India,Asia,export,25.285
2019-09,Other,Other,export,36.978
2019-10,South Africa,SADC,export,79.784
2019-10,China,Asia,export,82.06
2019-10,"Congo, DRC",Africa,export,47.561
2019-10,Botswana,SADC,export,42.571
2019-10,UAE,Middle East,export,27.717
2019-10,Zambia,SADC,export,17.435
2019-10,Mozambique,SADC,export,21.201
2019-10,Belgium,Europe,export,13.471
2019-10,United Kingdom,Europe,export,10.499
2019-10,India,Asia,export,19.842
2019-10,Other,Other,export,34.988
2019-11,South Africa,SADC,export,83.059
2019-11,China,Asia,export,73.238
2019-11,"Congo, DRC",Africa,export,33.057
2019-11,Botswana,SADC,export,26.807
2019-11,UAE,Middle East,export,24.454
2019-11,Zambia,SADC,export,19.682
2019-11,Mozambique,SADC,export,17.426
2019-11,Belgium,Europe,export,9.898
2019-11,United Kingdom,Europe,export,11.926
2019-11,India,Asia,export,24.3
2019-11,Other,Other,export,30.011
2019-12,South Africa,SADC,export,81.251
2019-12,China,Asia,export,74.024
2019-12,"Congo, DRC",Africa,export,30.349
2019-12,Botswana,SADC,export,28.949
2019-12,UAE,Middle East,export,22.386
2019-12,Zambia,SADC,export,21.271
2019-12,Mozambique,SADC,export,22.891
2019-12,Belgium,Europe,export,10.216
2019-12,United Kingdom,Europe,export,8.144
2019-12,India,Asia,export,16.843
2019-12,Other,Other,export,31.469
2020-01,South Africa,SADC,export,91.033
2020-01,China,Asia,export,93.585
2020-01,"Congo, DRC",Africa,export,38.547
2020-01,Botswana,SADC,export,31.416
2020-01,UAE,Middle East,export,27.267
2020-01,Zambia,SADC,export,28.203
2020-01,Mozambique,SADC,export,18.348
2020-01,Belgium,Europe,export,11.062
2020-01,United Kingdom,Europe,export,9.553
2020-01,India,Asia,export,28.138
2020-01,Other,Other,export,36.649
2020-02,South Africa,SADC,export,102.702
2020-02,China,Asia,export,104.623
2020-02,"Congo, DRC",Africa,export,56.159
2020-02,Botswana,SADC,export,40.325
2020-02,UAE,Middle East,export,28.21
2020-02,Zambia,SADC,export,23.522
2020-02,Mozambique,SADC,export,25.902
2020-02,Belgium,Europe,export,35.089
2020-02,United Kingdom,Europe,export,16.371
2020-02,India,Asia,export,26.691
2020-02,Other,Other,export,54.782
2020-03,South Africa,SADC,export,114.861
2020-03,China,Asia,export,121.764
2020-03,"Congo, DRC",Africa,export,70.933
2020-03,Botswana,SADC,export,38.901
2020-03,UAE,Middle East,export,52.051
2020-03,Zambia,SADC,export,24.047
2020-03,Mozambique,SADC,export,31.078
2020-03,Belgium,Europe,export,18.61
2020-03,United Kingdom,Europe,export,19.853
2020-03,India,Asia,export,34.845
2020-03,Other,Other,export,49.054
2020-04,South Africa,SADC,export,110.559
2020-04,China,Asia,export,116.718
2020-04,"Congo, DRC",Africa,export,66.197
2020-04,Botswana,SADC,export,44.283
2020-04,UAE,Middle East,export,40.351
2020-04,Zambia,SADC,export,30.342
2020-04,Mozambique,SADC,export,25.763
2020-04,Belgium,Europe,export,12.909
